ID,METODE,DATA,Codi_Districte,Nom_Districte,F0,F1,F2,RENDA,Q1,Q2,EDAT,ID4,ID4_PAIS,ID5,P9,ID7,ID8,ID9,P1,P1A,Q1A,P1B,P2_1,P2_2,P2_3,P2_4,P2_6,P2_7,P2_5,P2_5B,P2,P2A,P2B,P3_1,P3_2,P3_3,P3_0,P3_95,P3_98,P3_99,P4,P5A_1,P5A_2,P5A_3,P5A_4,P5A_5,P5A_6,P5A_7,P5A_8,P5A_9,P5A_10,P5A_11,P5A_12,P5A_13,P5A_14,P5A_15,P5A_16,P5A_17,P5A_18,P5A_19,P5A_20,P5A_18_cod,P6,P7,Q8,P8B,P9B,P10,P10B_1,P10B_2,P10B_3,P10B_4,P10B_5,P10B_6,P10B_95,P10B_98,P10B_99,P11_0,P11_1,P11_2,P11_3,P11_4,P11_5,P11_98,P11_99,P11B,P11C_1,P11C_2,P11C_3,P11C_4,P11C_5,P11C_6,P11C_95,P11C_98,P11C_99,P12,Q12,P13,P13B_1,P13B_2,P13B_3,P13B_4,P13B_5,P13B_98,P13B_99,ID10,ID11,P14,P14_1cod,P14_2cod,P5A_1rec,P5A_2rec,P5A_3rec,P5A_4rec,P5A_5rec,P5A_6rec,P5A_7rec,P5A_8rec,P5A_9rec,P5A_10rec,P5A_11rec,P5A_12rec,P5A_13rec,P5A_14rec,P5A_15rec,P5A_16rec,P5A_17rec,P5A_18rec,P5A_19rec,P5A_20rec,P2_LLAR,Longitud,Latitud,Pes
2154,1,20201022,2,Eixample,1,1,1,4,2,85,7,1,,3,,1,1,0,1,98,7,,0,0,0,0,0,0,0,,2,,,,,,0,,,,7,,,,,,,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,0,2.1465797,41.3918031,0.7227580
2155,1,20201022,6,Gràcia,1,1,1,3,2,62,5,1,,1,1,4,3,0,1,1,8,,4,1,2,1,0,1,0,,1,1,,1,2,,,,,,1,1,1,1,1,2,1,1,3,3,3,3,4,3,5,5,3,5,4,2,1,4,1,3,98,,2,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,1,,3,,,,,,,,3,2,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,8,2.1616976,41.4089124,0.8096400
2156,1,20201022,5,Sarrià - Sant Gervasi,2,1,1,5,2,32,2,1,,2,,4,5,3,1,2,9,,3,1,1,0,0,0,0,,1,1,,1,,,,,,,1,1,1,2,1,4,5,1,2,3,2,2,1,4,3,2,3,5,5,1,1,,1,0,,1,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,7,3,,,,,,,,5,2,,,,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,5,2.1445152,41.4027061,0.7235720
2158,1,20201022,4,Les Corts,1,1,1,4,1,70,6,1,,3,,3,2,0,1,2,7,,2,0,0,0,0,0,0,,1,1,,1,,,,,,,1,1,1,2,5,5,5,1,4,3,1,1,5,5,5,5,3,5,5,2,5,,2,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,4,2,,,,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2.1392143,41.3845864,0.7479180
2160,1,20201022,3,Sants - Montjuïc,1,1,1,2,2,76,7,1,,3,,1,1,0,1,98,10,,1,0,0,0,0,0,0,,98,,,,,,0,,,,6,,,,,,,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,1,2.1697466,41.3719588,2.0529610
2161,1,20201022,2,Eixample,1,1,1,3,1,56,5,1,,1,1,3,2,0,1,2,8,,2,1,1,1,0,0,0,,1,1,,1,2,,,,,,1,1,1,5,5,5,5,1,3,3,4,3,5,5,5,5,5,5,5,5,1,,2,0,,2,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,8,3,,,,,,,,4,2,,,,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,5,2.1808534,41.4014733,0.7415780
2162,1,20201022,8,Nou Barris,1,1,1,1,2,42,3,1,,2,,5,2,1,1,98,7,,2,0,0,0,1,0,0,,1,1,,1,,,,,,,1,3,1,2,1,5,5,1,3,2,5,2,5,5,2,5,4,5,5,5,2,,1,0,,1,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,2,2,,,,1,1,1,1,2,2,1,1,1,2,1,2,2,1,2,1,2,2,2,1,2,2.1801335,41.4384257,0.6154540
2164,1,20201022,6,Gràcia,3,1,1,3,1,62,5,1,,1,4,3,2,0,1,2,8,,2,0,2,1,0,1,0,,1,1,,1,2,,,,,,1,1,1,2,1,2,5,1,2,2,2,1,5,5,5,3,3,5,5,1,5,,1,0,,2,0,,,,,,,,,,,,,,,4,,,,1,,,,,,,,,,2,8,3,,,,,,,,4,2,,,,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,2,1,2,5,2.1509149,41.4106585,0.7415780
2168,1,20201022,9,Sant Andreu,1,1,1,2,1,73,6,1,,3,,4,3,0,1,2,9,,3,2,2,1,0,0,0,,1,1,,1,,,,,,,1,1,1,3,1,5,5,1,4,3,4,1,5,4,5,4,4,5,3,2,2,4,2,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,5,2,,,,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,8,2.1774502,41.4252233,1.9817320
2169,1,20201022,7,Horta - Guinardó,1,1,1,2,2,54,4,1,,1,4,1,1,0,1,2,7,,1,1,1,0,0,0,0,,1,1,,1,2,,,,,,1,1,1,2,1,1,3,1,4,3,3,2,4,4,5,3,4,5,4,1,2,1,1,0,,2,2,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,2,8,2,,,,,,,,5,2,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2.1625666,41.4289243,1.6428030
2171,1,20201022,8,Nou Barris,1,1,1,1,1,57,5,1,,2,,1,1,0,2,,,6,0,0,0,0,0,0,0,,2,,,,,,0,,,,7,,,,,,,,,,,,,,,,,,,,,,,0,,5,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,0,2.1632934,41.4327364,0.6081390
2172,1,20201022,5,Sarrià - Sant Gervasi,2,1,1,5,2,57,5,1,,1,1,4,4,0,1,2,8,,8,4,3,0,0,0,0,,1,1,,1,,,,,,,1,1,1,2,1,5,5,1,4,4,3,1,1,4,5,4,4,4,4,1,1,2,1,3,7,,2,,,,,,,,,,,,,,,4,5,,,1,,,,,,,,,,2,7,3,,,,,,,,5,2,,,,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,15,2.1388583,41.4113639,0.5724590
2173,1,20201022,8,Nou Barris,1,1,1,1,2,65,6,1,,3,,6,4,1,1,2,7,,3,1,2,1,0,0,0,,1,1,,1,,,,,,,1,1,1,5,1,5,5,1,5,4,4,1,1,5,5,5,5,5,5,5,1,,1,5,8,,,2,,,,,5,,,,,0,,,,,,,,,,,,,,,,,,2,8,3,,,,,,,,4,2,,,,1,1,2,1,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,1,7,2.1843773,41.4431325,0.5989870
2174,1,20201022,6,Gràcia,1,1,1,3,1,55,5,1,,1,2,4,4,0,1,2,9,,4,1,4,0,0,0,0,,1,1,,1,2,,,,,,1,3,1,5,1,5,5,1,4,4,5,4,5,5,5,5,3,5,5,5,5,,1,0,,2,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,5,2,,,,1,1,2,1,2,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,9,2.1601779,41.4085309,0.7415780
2175,1,20201022,2,Eixample,1,1,2,3,1,76,7,1,,3,,1,1,0,1,2,4,,1,0,1,3,0,0,0,,1,2,5,1,,,,,,,1,2,1,5,5,5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,2,,2,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,3,2,,,,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,5,2.1736261,41.406614,0.9256080
2176,1,20201029,7,Horta - Guinardó,1,1,1,2,2,64,5,1,,3,,3,2,0,1,2,7,,2,0,2,0,0,1,0,,1,1,,1,,,,,,,1,1,1,1,1,2,1,1,3,5,3,3,1,4,5,3,4,5,5,1,4,,1,0,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,2,,,,,,,,5,2,,,,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,4,2.169892,41.4242882,1.7400630
2178,1,20201022,2,Eixample,1,1,1,3,2,69,6,1,,3,,5,2,0,1,2,7,,1,1,0,0,0,1,0,,1,1,,1,,,,,,,1,3,1,5,5,5,1,1,4,5,4,2,5,5,5,4,4,5,5,1,2,,2,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,7,3,,,,,,,,2,2,,,,1,1,2,2,2,1,1,1,2,1,1,2,2,2,1,1,2,2,1,1,2,2.1526053,41.3759583,0.9138400
2179,1,20201022,6,Gràcia,3,1,1,4,2,55,5,1,,1,4,4,5,0,1,2,8,,5,4,5,0,1,1,0,,1,1,,1,2,,,,,,1,1,1,3,1,5,5,1,4,4,4,2,5,5,5,3,5,5,5,2,2,,1,0,,1,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,10,3,,,,,,,,3,2,,,,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,14,2.1514677,41.4073306,0.6953470
2182,1,20201022,6,Gràcia,1,1,1,4,2,46,4,1,,1,4,4,3,0,1,2,10,,3,1,1,1,0,0,0,,1,1,,1,2,,,,,,1,1,1,4,1,4,1,3,2,5,3,5,3,5,5,4,4,4,5,1,3,,2,0,,2,1,,,,,,,,,,,,,,3,,5,,,1,,,,,,,,,,1,,3,,,,,,,,5,2,,,,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,2,1,1,6,2.1579119,41.4083254,0.7306450
2184,1,20201026,2,Eixample,1,1,1,3,2,54,4,1,,1,4,4,4,0,1,2,6,,5,2,5,1,0,0,0,,1,1,,1,2,,,,,,1,1,1,4,1,1,5,1,4,4,5,4,4,5,5,5,5,5,5,1,2,,1,0,,3,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,8,3,,,,,,,,5,2,,,,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,1,13,2.1831227,41.405617,0.8630540
2188,1,20201022,2,Eixample,1,1,1,5,2,63,5,1,,4,,3,2,0,1,2,8,,1,2,1,1,0,1,0,,1,1,,1,,,,,,,1,2,1,5,5,5,3,5,2,2,5,5,5,5,5,4,4,5,5,5,5,,2,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,7,3,,,,,,,,3,2,,,,1,1,2,2,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,5,2.1722629,41.3970403,0.5724590
2191,1,20201022,5,Sarrià - Sant Gervasi,2,1,1,5,2,82,7,1,,3,,5,2,0,1,98,98,,1,1,0,0,0,0,0,,2,,,,,,0,,,,7,,,,,,,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,2,2.1195951,41.3983704,0.6122530
2193,1,20201022,6,Gràcia,2,1,1,4,2,72,6,1,,3,,1,1,0,1,2,7,,1,1,0,0,0,0,0,,1,1,,,,,0,,,,1,4,1,4,1,5,5,1,5,3,5,5,5,5,5,5,5,5,5,5,3,,5,0,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,2,2,,,,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2.1578341,41.4069585,0.7058720
2194,1,20201022,8,Nou Barris,1,1,1,1,1,76,7,1,,3,,1,1,0,2,,,6,0,0,0,1,0,0,0,,2,,,1,,,,,,,2,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,2,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,2,2,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2.1649342,41.4382447,0.6435620
2195,1,20201022,5,Sarrià - Sant Gervasi,1,1,1,5,1,42,3,1,,1,1,4,4,2,1,2,5,,2,1,1,1,2,1,0,,1,1,,1,2,,,,,,1,1,1,2,1,3,5,1,2,1,2,1,1,5,2,3,2,5,3,1,1,2,1,0,,1,2,1,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,2,6,2,,,,,,,,5,2,,,,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,5,2.1389304,41.4111347,0.7929690
2197,1,20201022,2,Eixample,2,1,1,3,1,89,7,1,,3,,1,1,0,2,,,95,1,0,0,0,0,0,0,,1,2,95,,,,0,,,,6,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,1,2.1807003,41.3963013,0.9256080
2198,1,20201022,4,Les Corts,1,1,1,4,2,73,6,1,,3,,1,1,0,1,2,8,,1,1,1,0,0,0,0,,1,1,,1,,,,,,,1,1,1,2,4,5,2,1,4,4,5,2,2,4,5,5,5,5,5,5,2,,2,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,5,2,,,,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,1,3,2.140111,41.3908323,0.7058720
2199,1,20201022,8,Nou Barris,1,1,1,1,2,80,7,1,,3,,1,1,0,1,98,98,,0,0,0,0,0,0,0,,2,,,,,,0,,,,7,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,0,2.1816214,41.4304723,0.6166440
2200,1,20201022,7,Horta - Guinardó,1,1,1,2,2,68,6,1,,3,,3,2,0,1,2,7,,2,0,0,1,0,0,0,,1,1,,1,,,,,,,1,4,1,3,5,5,5,2,5,5,5,4,5,5,5,5,5,5,5,5,5,,2,0,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,4,2,,,,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2.1576957,41.4169851,2.0410940
2202,1,20201022,8,Nou Barris,2,1,1,1,2,64,5,1,,3,,1,1,0,1,2,7,,1,0,1,0,0,0,0,,1,98,,1,,,,,,,1,3,1,5,2,5,5,1,2,4,4,5,5,4,5,5,4,5,5,4,5,,2,0,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,3,2,,,,1,1,2,1,2,2,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,2.184331,41.447668,0.5194690
2204,1,20201022,10,Sant Martí,1,1,1,2,2,54,4,1,,1,5,4,4,0,1,2,7,,4,2,1,2,0,0,0,,1,1,,1,2,,,,,,1,1,1,5,1,3,3,2,4,4,4,1,5,4,5,4,3,5,4,2,2,1,1,0,,1,,,,,,,,,,,,,,,,4,,,,1,,,,,,,,,,1,,2,,,,,,,,3,2,,,,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,9,2.1881758,41.4142099,1.6428030
2206,1,20201022,2,Eixample,1,1,1,3,1,60,5,1,,3,,3,2,0,1,2,6,,2,2,1,0,0,1,0,,1,1,,1,,,,,,,1,1,1,4,5,5,5,1,4,2,4,2,3,5,5,3,3,5,5,2,2,,2,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,5,2,,,,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,5,2.1464251,41.3826424,0.7415780
2209,1,20201022,8,Nou Barris,1,1,1,1,2,41,3,1,,1,1,4,4,2,1,2,8,,5,1,1,0,1,0,0,,1,1,,1,2,,,,,,1,1,1,1,2,4,5,1,3,2,3,1,2,4,5,4,4,5,5,1,5,,2,0,,1,2,1,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,2,7,3,,,,,,,,5,2,,,,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,2,7,2.1833326,41.4422235,0.6154540
2212,1,20201022,5,Sarrià - Sant Gervasi,3,1,1,5,1,53,4,1,,1,4,4,4,1,1,2,8,,4,2,5,0,2,1,0,,1,1,,1,2,,,,,,1,1,1,1,5,5,5,2,2,3,2,2,5,5,5,2,3,4,5,2,2,,5,0,,2,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,5,2,,,,1,1,1,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,1,1,11,2.1481708,41.4013806,0.7253570
2213,1,20201022,8,Nou Barris,1,1,1,1,1,50,4,1,,1,2,4,4,1,1,98,8,,4,5,4,0,0,0,0,,1,2,2,1,2,,,,,,1,1,1,2,1,5,1,1,3,3,3,2,98,5,5,2,3,5,3,1,2,1,2,0,,2,1,1,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,2,0,3,,,,,,,,5,2,,,,1,1,1,1,2,1,1,1,1,1,1,98,2,2,1,1,2,1,1,1,13,2.1645825,41.4309801,0.5916310
2214,1,20201022,6,Gràcia,2,1,1,4,2,78,7,1,,3,,1,1,0,2,,,2,0,0,0,0,0,0,0,,2,,,,,,0,,,,7,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,0,2.1576295,41.4052732,0.7227580
2215,1,20201022,6,Gràcia,1,1,1,3,2,70,6,1,,3,,1,1,0,2,,,6,0,0,0,0,0,0,0,,2,,,1,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,0,2.1471796,41.4166541,0.9138400
2217,1,20201022,5,Sarrià - Sant Gervasi,2,1,1,5,1,77,7,1,,3,,3,2,0,1,1,5,,2,2,1,0,0,0,0,,1,1,,1,,,,,,,1,1,1,5,5,5,4,1,4,2,3,1,5,5,5,3,4,5,4,4,5,2,1,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,2,,,,,,,,5,2,,,,1,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,5,2.1280338,41.4019503,0.6055550
2220,1,20201022,10,Sant Martí,1,1,1,2,1,73,6,1,,3,,1,1,0,1,2,9,,1,0,1,0,0,1,0,,1,1,,1,,,,,,,1,4,1,5,4,5,5,1,5,5,4,1,5,5,5,4,4,5,5,1,5,,1,0,,98,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,9,3,,,,,,,,2,2,,,,1,1,2,1,2,2,1,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2.2033787,41.4207633,1.9817320
2222,1,20201022,8,Nou Barris,1,1,1,1,2,54,4,1,,1,5,6,4,0,1,2,7,,4,1,1,0,2,1,0,,1,1,,1,,,,,,,1,2,1,4,1,5,5,1,5,4,5,4,5,5,5,5,5,5,5,5,2,,1,0,,3,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,8,3,,,,,,,,4,2,,,,1,1,1,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,6,2.1841878,41.4478284,0.5537460
2223,1,20201022,5,Sarrià - Sant Gervasi,1,1,1,5,2,77,7,1,,3,,3,2,0,1,2,8,,2,1,1,0,0,0,0,,1,1,,1,,,,,,,1,3,1,2,5,5,5,2,4,4,5,2,5,4,5,4,4,5,5,2,5,,2,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,7,3,,,,,,,,3,2,,,,1,1,1,2,2,2,1,1,1,2,1,2,1,2,1,1,2,2,1,2,4,2.1388962,41.4066048,0.6122530
2226,1,20201022,7,Horta - Guinardó,1,1,1,2,2,52,4,1,,1,5,4,4,1,1,2,7,,6,1,4,0,1,1,0,,1,1,,1,2,,,,,,1,1,1,2,1,1,5,1,1,1,3,2,3,5,5,5,4,5,5,1,1,,1,5,7,,,2,,,,,5,,,,,0,,,,,,,,,,,,,,,,,,2,8,3,,,,,,,,5,2,,,,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,1,1,11,2.1843477,41.4183792,1.6428030
2227,1,20201022,6,Gràcia,3,1,1,4,1,62,5,1,,1,4,3,2,0,1,2,7,,2,1,1,0,0,0,0,,1,1,,,2,,,,,,1,1,1,4,5,5,5,1,5,5,5,2,2,5,5,4,5,5,2,1,1,1,1,0,,2,1,,,,,,,,,,,,,,,,5,,,1,,,,,,,,,,2,8,3,,,,,,,,5,2,,,,1,1,1,2,2,2,1,2,2,2,1,1,2,2,1,2,2,1,1,1,4,2.1613139,41.4025723,0.6960400
2228,1,20201022,8,Nou Barris,1,1,1,1,2,48,4,1,,1,4,4,3,0,1,2,5,,3,0,1,1,1,0,0,,1,1,,1,2,,,,,,1,1,1,5,5,5,1,5,4,4,5,5,5,5,5,5,2,5,5,1,3,,1,0,,1,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,7,3,,,,,,,,5,2,,,,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,1,1,5,2.17677,41.46125,0.5537460
2229,1,20201022,7,Horta - Guinardó,2,1,1,2,1,40,3,1,,1,5,4,4,2,1,2,8,,2,2,1,0,1,0,0,,1,1,,1,2,,,,,,1,1,1,2,2,3,1,1,5,2,4,2,5,5,5,4,5,5,5,5,2,,1,0,,2,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,3,3,,,,,,,,2,2,,,,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1,5,2.1606614,41.4245333,1.8220920
2231,1,20201022,9,Sant Andreu,1,1,1,2,2,51,4,1,,1,4,3,2,0,1,2,8,,1,1,1,0,0,0,0,,1,1,,1,2,,,,,,1,1,1,2,1,5,1,1,1,2,4,1,2,5,5,3,4,5,5,2,2,,1,4,6,,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,8,3,,,,,,,,3,2,,,,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,3,2.1863879,41.4244443,1.6428030
2233,1,20201022,2,Eixample,1,1,1,3,2,64,5,1,,1,4,3,2,0,1,2,8,,2,2,2,0,0,0,0,,1,1,,1,2,,,,,,1,1,1,1,1,4,5,5,98,98,1,1,4,5,5,98,98,98,5,1,98,,2,98,,,2,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,1,,3,,,,,,,,5,2,,,,1,1,1,1,1,2,2,98,98,1,1,1,2,2,98,98,98,2,1,98,6,2.1461965,41.3783464,0.8096400
2236,1,20201022,10,Sant Martí,3,1,1,4,2,51,4,1,,1,4,4,4,0,1,2,8,,4,0,3,1,0,0,0,,1,1,,1,2,,,,,,1,1,1,1,5,5,5,1,3,2,3,3,5,5,5,5,5,5,5,2,5,,1,0,,1,0,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,1,,3,,,,,,,,5,2,,,,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,8,2.1903618,41.391853,0.7306450
2239,1,20201022,7,Horta - Guinardó,1,1,1,2,2,23,1,1,,1,3,6,3,0,1,2,8,,3,1,2,1,0,0,0,,1,1,,1,2,,,,,,1,1,1,4,1,5,5,1,4,4,4,2,4,5,4,4,3,5,4,2,1,98,3,0,,2,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,9,2,,,,,,,,5,2,,,,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,7,2.16188,41.42422,1.8311610
2240,1,20201022,5,Sarrià - Sant Gervasi,1,1,1,5,2,62,5,1,,1,5,1,1,0,1,2,9,,99,99,99,99,0,0,99,,2,,,1,2,,,,,,1,1,1,2,1,3,5,1,3,3,3,2,4,5,5,5,4,4,5,5,2,,1,0,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,8,3,,,,,,,,5,2,,,,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,1,,2.1396473,41.4082487,0.5724590
2241,1,20201022,2,Eixample,2,1,1,4,2,75,7,1,,3,,1,1,0,1,2,8,,1,1,0,1,0,0,0,,1,1,,1,,,,,,,2,1,1,3,2,5,5,1,4,3,5,5,5,5,5,5,4,5,5,2,2,,1,0,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,5,2,,,,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,1,2,2,1,1,3,2.1536097,41.3917657,0.7227580
2242,1,20201022,2,Eixample,1,1,1,5,1,65,6,1,,1,5,3,2,0,1,2,9,,2,2,1,0,0,1,0,,1,1,,,2,,,,,,1,1,1,4,5,4,5,1,1,1,4,1,2,5,5,4,2,5,5,1,4,,2,0,,2,,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,0,,3,,,,,,,,5,2,,,,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,5,2.1689905,41.3939129,0.6212770
2243,1,20201022,7,Horta - Guinardó,3,1,1,2,1,65,6,1,,3,,4,3,0,1,2,8,,4,2,0,2,0,0,0,,1,1,,1,,,,,,,1,1,1,2,1,5,5,1,4,4,3,2,5,5,5,4,4,5,5,1,1,,2,0,,1,,,,,,,,,,,,,1,,,,5,,,1,,,,,,,,,,2,9,3,,,,,,,,5,2,,,,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,2,2,1,1,8,2.1751976,41.4229126,1.9817320
2244,1,20201022,8,Nou Barris,1,1,1,1,2,48,4,1,,2,,4,4,0,1,2,8,,4,3,2,2,0,1,0,,1,1,,1,,,,,,,1,1,1,3,5,5,5,1,2,1,3,2,5,4,5,4,3,5,5,1,5,,2,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,8,3,,,,,,,,5,2,,,,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,2,2,1,2,11,2.170822,41.4349625,0.5537460
2245,1,20201022,10,Sant Martí,2,1,1,2,1,70,6,1,,3,,3,2,0,1,2,10,,1,1,1,1,0,0,0,,1,1,,1,,,,,,,1,1,1,1,1,3,5,1,3,4,5,2,5,4,5,4,5,5,1,1,1,2,1,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,8,3,,,,,,,,5,2,,,,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,2,1,1,1,4,2.1988842,41.4190221,1.9817320
2248,1,20201022,4,Les Corts,1,1,1,4,2,79,7,1,,3,,3,2,0,1,98,98,,2,1,0,0,0,0,0,,1,98,,,,,0,,,,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,2,0,,98,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,2,2,,,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2.1354149,41.3821371,0.7227580
